,WS_40_kwh_kw
2009-01-01 00:00:00,0.9455449771513577
2009-01-01 01:00:00,0.9239746882070436
2009-01-01 02:00:00,0.9329563170284169
2009-01-01 03:00:00,0.8812159854056177
2009-01-01 04:00:00,0.88580266302238
2009-01-01 05:00:00,0.9139717712387112
2009-01-01 06:00:00,0.9202896320934372
2009-01-01 07:00:00,0.905724421782778
2009-01-01 08:00:00,0.7723590754681072
2009-01-01 09:00:00,0.5097492841199271
2009-01-01 10:00:00,0.3353136900947231
2009-01-01 11:00:00,0.3010192767798891
2009-01-01 12:00:00,0.33800051655488206
2009-01-01 13:00:00,0.4078687786308747
2009-01-01 14:00:00,0.4402802537057166
2009-01-01 15:00:00,0.46990738265801624
2009-01-01 16:00:00,0.49186946258303854
2009-01-01 17:00:00,0.5089457510697627
2009-01-01 18:00:00,0.5552519294189395
2009-01-01 19:00:00,0.6180647700584715
2009-01-01 20:00:00,0.8243685385093514
2009-01-01 21:00:00,0.8636443737898264
2009-01-01 22:00:00,0.9064281947279597
2009-01-01 23:00:00,0.9201114902248295
2009-01-02 00:00:00,0.9012474589502978
2009-01-02 01:00:00,0.7495732875129268
2009-01-02 02:00:00,0.30088491772230924
2009-01-02 03:00:00,0.6987214024595252
2009-01-02 04:00:00,0.7172322789825468
2009-01-02 05:00:00,0.5951461088741355
2009-01-02 06:00:00,0.43010398127436733
2009-01-02 07:00:00,0.3410282092414552
2009-01-02 08:00:00,0.2874048770709195
2009-01-02 09:00:00,0.2729570480645435
2009-01-02 10:00:00,0.3068903256640362
2009-01-02 11:00:00,0.3614301008903662
2009-01-02 12:00:00,0.36226223953287995
2009-01-02 13:00:00,0.3772200940483477
2009-01-02 14:00:00,0.23398210083476853
2009-01-02 15:00:00,0.03803591938167405
2009-01-02 16:00:00,0.44515249460278217
2009-01-02 17:00:00,0.9122740579106867
2009-01-02 18:00:00,0.8876871086569693
2009-01-02 19:00:00,0.8950012820117381
2009-01-02 20:00:00,0.8615376855648524
2009-01-02 21:00:00,0.8068994257462774
2009-01-02 22:00:00,0.7188843149784802
2009-01-02 23:00:00,0.7188983924289036
2009-01-03 00:00:00,0.6124104370992136
2009-01-03 01:00:00,0.4288340834818709
2009-01-03 02:00:00,0.3027900080869813
2009-01-03 03:00:00,0.2532278598606655
2009-01-03 04:00:00,0.21865725647783385
2009-01-03 05:00:00,0.16757900667321504
2009-01-03 06:00:00,0.016892275946789027
2009-01-03 07:00:00,0.019563012864147664
2009-01-03 08:00:00,0.06367220523670852
2009-01-03 09:00:00,0.2010275212636964
2009-01-03 10:00:00,0.36640405006438237
2009-01-03 11:00:00,0.4520936126278446
2009-01-03 12:00:00,0.49243565163411
2009-01-03 13:00:00,0.5311413708663397
2009-01-03 14:00:00,0.6466685292639675
2009-01-03 15:00:00,0.7447925744049295
2009-01-03 16:00:00,0.7424776441317158
2009-01-03 17:00:00,0.7612220263315598
2009-01-03 18:00:00,0.8449207951448974
2009-01-03 19:00:00,0.8590910892544826
2009-01-03 20:00:00,0.9019054086330001
