,WS_40_kwh_kw
2009-01-01 00:00:00,0.1611833418424859
2009-01-01 01:00:00,0.3788249702255827
2009-01-01 02:00:00,0.6239984996667924
2009-01-01 03:00:00,0.7129237713016794
2009-01-01 04:00:00,0.6770351039654074
2009-01-01 05:00:00,0.5753180794687627
2009-01-01 06:00:00,0.8118159994456224
2009-01-01 07:00:00,0.6572084219361566
2009-01-01 08:00:00,0.3044916844196805
2009-01-01 09:00:00,0.00350507264297545
2009-01-01 10:00:00,0.08170979954828644
2009-01-01 11:00:00,0.06293362250203705
2009-01-01 12:00:00,0.13454596625962545
2009-01-01 13:00:00,0.7609073021723761
2009-01-01 14:00:00,0.866701782203697
2009-01-01 15:00:00,0.7149462812115129
2009-01-01 16:00:00,0.23449968871823085
2009-01-01 17:00:00,0.3690480049461511
2009-01-01 18:00:00,0.3926516601342838
2009-01-01 19:00:00,0.12293994447182714
2009-01-01 20:00:00,0.045124419802422405
2009-01-01 21:00:00,0.04274387160928797
2009-01-01 22:00:00,0.0
2009-01-01 23:00:00,0.0
2009-01-02 00:00:00,0.0
2009-01-02 01:00:00,0.0
2009-01-02 02:00:00,0.020340025561804295
2009-01-02 03:00:00,0.3305854797535138
2009-01-02 04:00:00,0.5698480882205124
2009-01-02 05:00:00,0.2906203703249126
2009-01-02 06:00:00,0.11034243977363205
2009-01-02 07:00:00,0.0988124060917511
2009-01-02 08:00:00,0.17540200877842366
2009-01-02 09:00:00,0.11847844832419621
2009-01-02 10:00:00,0.030652463048024534
2009-01-02 11:00:00,0.32754378482601465
2009-01-02 12:00:00,0.5157588913545499
2009-01-02 13:00:00,0.5357986251880849
2009-01-02 14:00:00,0.2427486079658096
2009-01-02 15:00:00,0.4942492352169772
2009-01-02 16:00:00,0.055184985160404806
2009-01-02 17:00:00,0.0
2009-01-02 18:00:00,0.01361966002621293
2009-01-02 19:00:00,0.004043116741599441
2009-01-02 20:00:00,0.09456109975408411
2009-01-02 21:00:00,0.054870311374514216
2009-01-02 22:00:00,0.5613891105792194
2009-01-02 23:00:00,0.9239331335521438
2009-01-03 00:00:00,0.9571209007771027
2009-01-03 01:00:00,0.9456544249204506
2009-01-03 02:00:00,0.9342446710208234
2009-01-03 03:00:00,0.9311247724321756
2009-01-03 04:00:00,0.9342712234886141
2009-01-03 05:00:00,0.7277487269012834
2009-01-03 06:00:00,0.5327206653068386
2009-01-03 07:00:00,0.4363095868686576
2009-01-03 08:00:00,0.38997160353498006
2009-01-03 09:00:00,0.5260805545565811
2009-01-03 10:00:00,0.7198072973928242
2009-01-03 11:00:00,0.7955297666521918
2009-01-03 12:00:00,0.8764116599847076
2009-01-03 13:00:00,0.8274492597576067
2009-01-03 14:00:00,0.797971762900082
2009-01-03 15:00:00,0.700200370404517
2009-01-03 16:00:00,0.549038552006154
2009-01-03 17:00:00,0.03923430271130812
2009-01-03 18:00:00,0.0
2009-01-03 19:00:00,0.025596204327217938
2009-01-03 20:00:00,0.0
2009-01-03 21:00:00,0.0034668085556900504
2009-01-03 22:00:00,0.0033849270399269465
2009-01-03 23:00:00,0.0
2009-01-04 00:00:00,0.0
2009-01-04 01:00:00,0.0
2009-01-04 02:00:00,0.0
2009-01-04 03:00:00,0.0
2009-01-04 04:00:00,0.0006768837796390057
2009-01-04 05:00:00,0.00023551920455783606
2009-01-04 06:00:00,0.0
2009-01-04 07:00:00,0.0
2009-01-04 08:00:00,0.0
2009-01-04 09:00:00,0.055293349667855145
2009-01-04 10:00:00,0.416231734594974
2009-01-04 11:00:00,0.5991673670919752
2009-01-04 12:00:00,0.43018670203822973
2009-01-04 13:00:00,0.4171634404982273
2009-01-04 14:00:00,0.1657756903794283
2009-01-04 15:00:00,0.11048258024331331
2009-01-04 16:00:00,0.11754038025984001
2009-01-04 17:00:00,0.18229947382113731
2009-01-04 18:00:00,0.1953595175053724
2009-01-04 19:00:00,0.200647465234704
2009-01-04 20:00:00,0.1519970279259807
2009-01-04 21:00:00,0.06740681273581635
2009-01-04 22:00:00,0.04134254802748847
2009-01-04 23:00:00,0.012627665425033449
2009-01-05 00:00:00,0.0002647894018283486
2009-01-05 01:00:00,0.0
2009-01-05 02:00:00,0.0
2009-01-05 03:00:00,0.0
2009-01-05 04:00:00,0.06029289768394774
2009-01-05 05:00:00,0.0004229108381807804
2009-01-05 06:00:00,0.0
2009-01-05 07:00:00,0.0
2009-01-05 08:00:00,0.001149498549427986
2009-01-05 09:00:00,0.0
2009-01-05 10:00:00,0.0006942626033645869
2009-01-05 11:00:00,0.08294708036506343
2009-01-05 12:00:00,0.25294709174285734
2009-01-05 13:00:00,0.2875996422698351
2009-01-05 14:00:00,0.1793369708067236
2009-01-05 15:00:00,0.24847970019843152
2009-01-05 16:00:00,0.33748203628959594
2009-01-05 17:00:00,0.26684843411382936
2009-01-05 18:00:00,0.2542884398271998
2009-01-05 19:00:00,0.3164670589357202
2009-01-05 20:00:00,0.06474159321981973
2009-01-05 21:00:00,0.0
2009-01-05 22:00:00,0.0
2009-01-05 23:00:00,0.006058999808047414
2009-01-06 00:00:00,0.2942972399313084
2009-01-06 01:00:00,0.9189149123528624
2009-01-06 02:00:00,0.9461199755913057
