,WS_40_kwh_kw
2009-01-01 00:00:00,0.4575437806005882
2009-01-01 01:00:00,0.461503654994479
2009-01-01 02:00:00,0.8101155048223351
2009-01-01 03:00:00,0.36615560418974047
2009-01-01 04:00:00,0.041213173938276414
2009-01-01 05:00:00,0.004942554302651286
2009-01-01 06:00:00,0.00020369721901506186
2009-01-01 07:00:00,0.0
2009-01-01 08:00:00,0.0
2009-01-01 09:00:00,0.0
2009-01-01 10:00:00,0.0
2009-01-01 11:00:00,0.0
2009-01-01 12:00:00,0.0
2009-01-01 13:00:00,0.0005026007942500711
2009-01-01 14:00:00,0.020816973440419436
2009-01-01 15:00:00,0.055357579668537375
2009-01-01 16:00:00,0.27612741677220143
2009-01-01 17:00:00,0.747284716491421
2009-01-01 18:00:00,0.7494108747805202
2009-01-01 19:00:00,0.43988291225437676
2009-01-01 20:00:00,0.04706047429796845
2009-01-01 21:00:00,0.0
2009-01-01 22:00:00,0.0
2009-01-01 23:00:00,0.366064790246828
2009-01-02 00:00:00,0.39690418339165523
2009-01-02 01:00:00,0.17293114171010518
2009-01-02 02:00:00,0.002122653797059655
2009-01-02 03:00:00,0.005558438376169205
2009-01-02 04:00:00,0.0037676409885650875
2009-01-02 05:00:00,0.0
2009-01-02 06:00:00,0.0
2009-01-02 07:00:00,0.0
2009-01-02 08:00:00,0.0
2009-01-02 09:00:00,2.9166022138893605e-05
2009-01-02 10:00:00,0.00034127471646934747
2009-01-02 11:00:00,0.0
2009-01-02 12:00:00,0.0
2009-01-02 13:00:00,0.0
2009-01-02 14:00:00,0.3801582359160897
2009-01-02 15:00:00,0.6890010843100836
2009-01-02 16:00:00,0.21718293984012255
2009-01-02 17:00:00,0.36609285915893064
2009-01-02 18:00:00,0.45251495588623414
2009-01-02 19:00:00,0.5487422019635979
2009-01-02 20:00:00,0.12755249793042314
2009-01-02 21:00:00,0.28201214256015633
2009-01-02 22:00:00,0.11859939106777452
2009-01-02 23:00:00,0.34660055255257344
2009-01-03 00:00:00,0.9454883783420232
2009-01-03 01:00:00,0.8310830036008761
2009-01-03 02:00:00,0.08848712031061304
2009-01-03 03:00:00,0.4995024796196432
