time,output,direct,diffuse,temperature
01-01-12 0:00,0,0,0,23.001
01-01-12 1:00,0,0,0,22.99
01-01-12 2:00,0,0,0,22.981
01-01-12 3:00,0.017,0,0.045,23.255
01-01-12 4:00,0.151,0.071,0.108,23.856
01-01-12 5:00,0.338,0.256,0.131,24.497
01-01-12 6:00,0.522,0.476,0.135,25.155
01-01-12 7:00,0.655,0.643,0.147,25.757
01-01-12 8:00,0.717,0.704,0.177,26.278
01-01-12 9:00,0.718,0.668,0.218,26.599
01-01-12 10:00,0.692,0.609,0.239,26.747
01-01-12 11:00,0.629,0.517,0.241,26.693
01-01-12 12:00,0.56,0.464,0.2,26.525
01-01-12 13:00,0.446,0.366,0.153,26.228
01-01-12 14:00,0.274,0.193,0.123,25.863
01-01-12 15:00,0.097,0.033,0.088,25.422
01-01-12 16:00,0.002,0,0.017,24.826
01-01-12 17:00,0,0,0,24.421
01-01-12 18:00,0,0,0,24.274
01-01-12 19:00,0,0,0,24.144
01-01-12 20:00,0,0,0,24.003
01-01-12 21:00,0,0,0,23.888
01-01-12 22:00,0,0,0,23.81
01-01-12 23:00,0,0,0,23.752
02-01-12 0:00,0,0,0,23.749
02-01-12 1:00,0,0,0,23.765
02-01-12 2:00,0,0,0,23.761
02-01-12 3:00,0.019,0,0.047,24.114
02-01-12 4:00,0.151,0.053,0.127,24.832
02-01-12 5:00,0.302,0.154,0.193,25.423
02-01-12 6:00,0.432,0.246,0.255,25.954
02-01-12 7:00,0.52,0.3,0.312,26.396
02-01-12 8:00,0.576,0.338,0.35,26.802
02-01-12 9:00,0.617,0.387,0.357,27.174
02-01-12 10:00,0.624,0.415,0.34,27.452
02-01-12 11:00,0.6,0.42,0.302,27.499
02-01-12 12:00,0.516,0.34,0.271,27.36
02-01-12 13:00,0.394,0.227,0.231,27.042
02-01-12 14:00,0.247,0.11,0.177,26.562
02-01-12 15:00,0.098,0.019,0.104,26.014
02-01-12 16:00,0.003,0,0.017,25.395
02-01-12 17:00,0,0,0,24.913
02-01-12 18:00,0,0,0,24.574
02-01-12 19:00,0,0,0,24.292
